"图解标题：20939319"
"#","日期 时间, GMT+08:00","温度, °C (LGR S/N: 20939319, SEN S/N: 20939319)","RH, % (LGR S/N: 20939319, SEN S/N: 20939319)","已连接主机 (LGR S/N: 20939319)","文件结尾 (LGR S/N: 20939319)"
7132,09/04/21 下午05时26分57秒,25.215,69.728,,
7133,09/04/21 下午05时27分57秒,25.215,69.319,,
7134,09/04/21 下午05时28分57秒,25.239,68.955,,
7135,09/04/21 下午05时29分57秒,25.264,68.531,,
7136,09/04/21 下午05时30分57秒,25.264,68.259,,
7137,09/04/21 下午05时31分57秒,25.288,68.021,,
7138,09/04/21 下午05时32分57秒,25.288,67.955,,
7139,09/04/21 下午05时33分57秒,25.312,67.951,,
7140,09/04/21 下午05时34分57秒,25.336,68.013,,
7141,09/04/21 下午05时35分57秒,25.361,68.042,,
7142,09/04/21 下午05时36分57秒,25.361,68.076,,
7143,09/04/21 下午05时37分57秒,25.385,67.906,,
7144,09/04/21 下午05时38分57秒,25.409,67.577,,
7145,09/04/21 下午05时39分57秒,25.409,67.261,,
7146,09/04/21 下午05时40分57秒,25.409,66.982,,
7147,09/04/21 下午05时41分57秒,25.433,67.009,,
7148,09/04/21 下午05时42分57秒,25.458,67.097,,
7149,09/04/21 下午05时43分57秒,25.458,67.097,,
7150,09/04/21 下午05时44分57秒,25.458,67.035,,
7151,09/04/21 下午05时45分57秒,25.482,67.031,,
7152,09/04/21 下午05时46分57秒,25.482,66.848,,
7153,09/04/21 下午05时47分57秒,25.506,66.753,,
7154,09/04/21 下午05时48分57秒,25.506,66.935,,
7155,09/04/21 下午05时49分57秒,25.531,67.053,,
7156,09/04/21 下午05时50分57秒,25.531,67.177,,
7157,09/04/21 下午05时51分57秒,25.531,67.271,,
7158,09/04/21 下午05时52分57秒,25.555,67.298,,
7159,09/04/21 下午05时53分57秒,25.579,67.138,,
7160,09/04/21 下午05时54分57秒,25.579,67.138,,
7161,09/04/21 下午05时55分57秒,25.579,67.294,,
7162,09/04/21 下午05时56分57秒,25.603,67.385,,
7163,09/04/21 下午05时57分57秒,25.603,67.353,,
7164,09/04/21 下午05时58分57秒,25.628,67.349,,
7165,09/04/21 下午05时59分57秒,25.628,67.413,,
7166,09/04/21 下午06时00分57秒,25.628,67.444,,
7167,09/04/21 下午06时01分57秒,25.652,67.568,,
7168,09/04/21 下午06时02分57秒,25.652,67.601,,
7169,09/04/21 下午06时03分57秒,25.652,67.633,,
7170,09/04/21 下午06时04分57秒,25.676,67.759,,
7171,09/04/21 下午06时05分57秒,25.676,67.694,,
7172,09/04/21 下午06时06分57秒,25.676,67.468,,
7173,09/04/21 下午06时07分57秒,25.676,67.090,,
7174,09/04/21 下午06时08分57秒,25.676,66.723,,
7175,09/04/21 下午06时09分57秒,25.676,66.424,,
7176,09/04/21 下午06时10分57秒,25.701,66.244,,
7177,09/04/21 下午06时11分57秒,25.701,65.985,,
7178,09/04/21 下午06时12分57秒,25.701,65.786,,
7179,09/04/21 下午06时13分57秒,25.701,65.619,,
7180,09/04/21 下午06时14分57秒,25.701,65.453,,
7181,09/04/21 下午06时15分57秒,25.725,65.340,,
7182,09/04/21 下午06时16分57秒,25.725,65.205,,
7183,09/04/21 下午06时17分57秒,25.725,65.151,,
7184,09/04/21 下午06时18分57秒,25.749,65.013,,
7185,09/04/21 下午06时19分57秒,25.749,65.040,,
7186,09/04/21 下午06时20分57秒,25.749,65.146,,
7187,09/04/21 下午06时21分57秒,25.749,65.173,,
7188,09/04/21 下午06时22分57秒,25.749,64.907,,
7189,09/04/21 下午06时23分57秒,25.749,64.777,,
7190,09/04/21 下午06时24分57秒,25.774,64.642,,
7191,09/04/21 下午06时25分57秒,25.774,64.488,,
7192,09/04/21 下午06时26分57秒,25.774,64.642,,
7193,09/04/21 下午06时27分57秒,25.774,64.668,,
7194,09/04/21 下午06时28分57秒,25.798,64.586,,
7195,09/04/21 下午06时29分57秒,25.798,64.433,,
7196,09/04/21 下午06时30分57秒,25.798,64.256,,
7197,09/04/21 下午06时31分57秒,25.798,64.057,,
7198,09/04/21 下午06时32分57秒,25.798,64.008,,
7199,09/04/21 下午06时33分57秒,25.798,63.959,,
7200,09/04/21 下午06时34分57秒,25.798,63.886,,
7201,09/04/21 下午06时35分57秒,25.798,63.789,,
7202,09/04/21 下午06时36分57秒,25.798,63.764,,
7203,09/04/21 下午06时37分57秒,25.822,63.881,,
7204,09/04/21 下午06时38分57秒,25.822,63.832,,
7205,09/04/21 下午06时39分57秒,25.822,63.760,,
7206,09/04/21 下午06时40分57秒,25.822,63.760,,
7207,09/04/21 下午06时41分57秒,25.822,63.639,,
7208,09/04/21 下午06时42分57秒,25.822,63.616,,
7209,09/04/21 下午06时43分57秒,25.847,63.876,,
7210,09/04/21 下午06时44分57秒,25.847,63.827,,
7211,09/04/21 下午06时45分57秒,25.847,63.949,,
7212,09/04/21 下午06时46分57秒,25.847,63.900,,
7213,09/04/21 下午06时47分57秒,25.847,63.779,,
7214,09/04/21 下午06时48分57秒,25.847,63.827,,
7215,09/04/21 下午06时49分57秒,25.871,63.896,,
7216,09/04/21 下午06时50分57秒,25.871,64.093,,
7217,09/04/21 下午06时51分57秒,25.871,64.167,,
7218,09/04/21 下午06时52分57秒,25.871,64.043,,
7219,09/04/21 下午06时53分57秒,25.871,64.018,,
7220,09/04/21 下午06时54分57秒,25.871,63.774,,
7221,09/04/21 下午06时55分57秒,25.871,63.774,,
7222,09/04/21 下午06时56分57秒,25.871,63.847,,
7223,09/04/21 下午06时57分57秒,25.895,63.891,,
7224,09/04/21 下午06时58分57秒,25.895,63.842,,
7225,09/04/21 下午06时59分57秒,25.895,63.940,,
7226,09/04/21 下午07时00分57秒,25.895,64.038,,
7227,09/04/21 下午07时01分57秒,25.895,64.338,,
7228,09/04/21 下午07时02分57秒,25.895,64.338,,
7229,09/04/21 下午07时03分57秒,25.895,64.088,,
7230,09/04/21 下午07时04分57秒,25.920,63.960,,
7231,09/04/21 下午07时05分57秒,25.920,63.837,,
7232,09/04/21 下午07时06分57秒,25.895,63.964,,
7233,09/04/21 下午07时07分57秒,25.920,63.960,,
7234,09/04/21 下午07时08分57秒,25.920,63.789,,
7235,09/04/21 下午07时09分57秒,25.920,64.009,,
7236,09/04/21 下午07时10分57秒,25.920,62.763,,
7237,09/04/21 下午07时11分57秒,25.895,61.941,,
7238,09/04/21 下午07时12分57秒,25.895,61.424,,
7239,09/04/21 下午07时13分57秒,25.871,61.029,,
7240,09/04/21 下午07时14分57秒,25.871,60.775,,
7241,09/04/21 下午07时15分57秒,25.871,60.698,,
7242,09/04/21 下午07时16分57秒,25.847,60.761,,
7243,09/04/21 下午07时17分57秒,25.847,60.780,,
7244,09/04/21 下午07时18分57秒,25.847,60.646,,
7245,09/04/21 下午07时19分57秒,25.822,60.236,,
7246,09/04/21 下午07时20分57秒,25.798,59.714,,
7247,09/04/21 下午07时21分57秒,25.774,59.384,,
7248,09/04/21 下午07时22分57秒,25.749,59.147,,
7249,09/04/21 下午07时23分57秒,25.749,59.028,,
7250,09/04/21 下午07时24分57秒,25.725,58.781,,
7251,09/04/21 下午07时25分57秒,25.701,58.753,,
7252,09/04/21 下午07时26分57秒,25.676,58.528,,
7253,09/04/21 下午07时27分57秒,25.652,58.339,,
7254,09/04/21 下午07时28分57秒,25.628,58.361,,
7255,09/04/21 下午07时29分57秒,25.628,58.184,,
7256,09/04/21 下午07时30分57秒,25.603,57.952,,
7257,09/04/21 下午07时31分57秒,25.579,57.880,,
7258,09/04/21 下午07时32分57秒,25.579,58.053,,
7259,09/04/21 下午07时33分57秒,25.555,58.217,,
7260,09/04/21 下午07时34分57秒,25.555,58.345,,
7261,09/04/21 下午07时35分57秒,25.555,58.459,,
7262,09/04/21 下午07时36分57秒,25.531,58.383,,
7263,09/04/21 下午07时37分57秒,25.531,58.319,,
7264,09/04/21 下午07时38分57秒,25.506,57.835,,
7265,09/04/21 下午07时39分57秒,25.506,57.362,,
7266,09/04/21 下午07时40分57秒,25.482,57.159,,
7267,09/04/21 下午07时41分57秒,25.458,56.785,,
7268,09/04/21 下午07时42分57秒,25.433,56.463,,
7269,09/04/21 下午07时43分57秒,25.433,56.281,,
7270,09/04/21 下午07时44分57秒,25.409,56.385,,
7271,09/04/21 下午07时45分57秒,25.385,56.574,,
7272,09/04/21 下午07时46分57秒,25.385,57.197,,
7273,09/04/21 下午07时47分57秒,25.361,58.295,,
7274,09/04/21 下午07时48分57秒,25.361,59.185,,
7275,09/04/21 下午07时49分57秒,25.361,59.759,,
7276,09/04/21 下午07时50分57秒,25.361,60.283,,
7277,09/04/21 下午07时51分57秒,25.361,60.829,,
7278,09/04/21 下午07时52分57秒,25.361,61.317,,
7279,09/04/21 下午07时53分57秒,25.385,61.634,,
7280,09/04/21 下午07时54分57秒,25.385,61.757,,
7281,09/04/21 下午07时55分57秒,25.385,61.819,,
7282,09/04/21 下午07时56分57秒,25.385,62.196,,
7283,09/04/21 下午07时57分57秒,25.409,62.319,,
7284,09/04/21 下午07时58分57秒,25.409,62.623,,
7285,09/04/21 下午07时59分57秒,25.409,62.734,,
7286,09/04/21 下午08时00分57秒,25.409,62.645,,
7287,09/04/21 下午08时01分57秒,25.433,62.729,,
7288,09/04/21 下午08时02分57秒,25.433,62.929,,
7289,09/04/21 下午08时03分57秒,25.433,62.952,,
7290,09/04/21 下午08时04分57秒,25.433,62.974,,
7291,09/04/21 下午08时05分57秒,25.433,62.952,,
7292,09/04/21 下午08时06分57秒,25.458,62.992,,
7293,09/04/21 下午08时07分57秒,25.458,63.429,,
7294,09/04/21 下午08时08分57秒,25.458,63.760,,
7295,09/04/21 下午08时09分57秒,25.482,64.021,,
7296,09/04/21 下午08时10分57秒,25.482,64.494,,
7297,09/04/21 下午08时11分57秒,25.482,64.854,,
7298,09/04/21 下午08时12分57秒,25.506,65.033,,
7299,09/04/21 下午08时13分57秒,25.506,65.246,,
7300,09/04/21 下午08时14分57秒,25.531,65.430,,
7301,09/04/21 下午08时15分57秒,25.531,65.762,,
7302,09/04/21 下午08时16分57秒,25.555,66.097,,
7303,09/04/21 下午08时17分57秒,25.555,66.416,,
7304,09/04/21 下午08时18分57秒,25.579,66.620,,
7305,09/04/21 下午08时19分57秒,25.579,66.800,,
7306,09/04/21 下午08时20分57秒,25.579,66.891,,
7307,09/04/21 下午08时21分57秒,25.603,67.041,,
7308,09/04/21 下午08时22分57秒,25.603,67.196,,
7309,09/04/21 下午08时23分57秒,25.603,67.322,,
7310,09/04/21 下午08时24分57秒,25.628,67.413,,
7311,09/04/21 下午08时25分57秒,25.628,67.476,,
7312,09/04/21 下午08时26分57秒,25.652,67.504,,
7313,09/04/21 下午08时27分57秒,25.652,67.536,,
7314,09/04/21 下午08时28分57秒,25.652,67.601,,
7315,09/04/21 下午08时29分57秒,25.676,67.661,,
7316,09/04/21 下午08时30分57秒,25.676,67.726,,
7317,09/04/21 下午08时31分57秒,25.676,67.792,,
7318,09/04/21 下午08时32分57秒,25.701,67.788,,
7319,09/04/21 下午08时33分57秒,25.701,67.788,,
7320,09/04/21 下午08时34分57秒,25.701,67.788,,
7321,09/04/21 下午08时35分57秒,25.725,67.849,,
7322,09/04/21 下午08时36分57秒,25.725,67.882,,
7323,09/04/21 下午08时37分57秒,25.725,67.949,,
7324,09/04/21 下午08时38分57秒,25.749,68.011,,
7325,09/04/21 下午08时39分57秒,25.749,68.078,,
7326,09/04/21 下午08时40分57秒,25.749,68.146,,
7327,09/04/21 下午08时41分57秒,25.774,68.243,,
7328,09/04/21 下午08时42分57秒,25.774,68.346,,
7329,09/04/21 下午08时43分57秒,25.774,68.483,,
7330,09/04/21 下午08时44分57秒,25.798,68.549,,
7331,09/04/21 下午08时45分57秒,25.798,68.584,,
7332,09/04/21 下午08时46分57秒,25.798,68.619,,
7333,09/04/21 下午08时47分57秒,25.798,68.654,,
7334,09/04/21 下午08时48分57秒,25.822,68.685,,
7335,09/04/21 下午08时49分57秒,25.822,68.721,,
7336,09/04/21 下午08时50分57秒,25.822,68.756,,
7337,09/04/21 下午08时51分57秒,25.822,68.827,,
7338,09/04/21 下午08时52分57秒,25.822,68.898,,
7339,09/04/21 下午08时53分57秒,25.847,68.930,,
7340,09/04/21 下午08时54分57秒,25.847,69.002,,
7341,09/04/21 下午08时55分57秒,25.847,69.039,,
7342,09/04/21 下午08时56分57秒,25.847,69.039,,
7343,09/04/21 下午08时57分57秒,25.871,69.035,,
7344,09/04/21 下午08时58分57秒,25.871,69.035,,
7345,09/04/21 下午08时59分57秒,25.871,69.071,,
7346,09/04/21 下午09时00分57秒,25.871,69.144,,
7347,09/04/21 下午09时01分57秒,25.871,69.181,,
7348,09/04/21 下午09时02分57秒,25.871,69.217,,
7349,09/04/21 下午09时03分57秒,25.895,69.213,,
7350,09/04/21 下午09时04分57秒,25.895,69.213,,
7351,09/04/21 下午09时05分57秒,25.895,69.287,,
7352,09/04/21 下午09时06分57秒,25.895,69.436,,
7353,09/04/21 下午09时07分57秒,25.920,69.507,,
7354,09/04/21 下午09时08分57秒,25.920,69.621,,
7355,09/04/21 下午09时09分57秒,25.920,69.697,,
7356,09/04/21 下午09时10分57秒,25.920,69.773,,
7357,09/04/21 下午09时11分57秒,25.944,69.847,,
7358,09/04/21 下午09时12分57秒,25.944,69.924,,
7359,09/04/21 下午09时13分57秒,25.944,69.963,,
7360,09/04/21 下午09时14分57秒,25.944,70.041,,
7361,09/04/21 下午09时15分57秒,25.944,70.081,,
7362,09/04/21 下午09时16分57秒,25.944,70.120,,
7363,09/04/21 下午09时17分57秒,25.968,70.077,,
7364,09/04/21 下午09时18分57秒,25.968,70.116,,
7365,09/04/21 下午09时19分57秒,25.968,70.156,,
7366,09/04/21 下午09时20分57秒,25.968,70.196,,
7367,09/04/21 下午09时21分57秒,25.968,70.275,,
7368,09/04/21 下午09时22分57秒,25.993,70.392,,
7369,09/04/21 下午09时23分57秒,25.968,70.436,,
7370,09/04/21 下午09时24分57秒,25.993,70.473,,
7371,09/04/21 下午09时25分57秒,25.993,70.514,,
7372,09/04/21 下午09时26分57秒,25.993,70.514,,
7373,09/04/21 下午09时27分57秒,25.993,70.514,,
7374,09/04/21 下午09时28分57秒,26.017,70.551,,
7375,09/04/21 下午09时29分57秒,26.017,70.551,,
7376,09/04/21 下午09时30分57秒,26.017,70.551,,
7377,09/04/21 下午09时31分57秒,26.017,70.551,,
7378,09/04/21 下午09时32分57秒,26.017,70.551,,
7379,09/04/21 下午09时33分57秒,26.017,70.551,,
7380,09/04/21 下午09时34分57秒,26.017,70.551,,
7381,09/04/21 下午09时35分57秒,26.017,70.551,,
7382,09/04/21 下午09时36分57秒,26.017,70.551,,
7383,09/04/21 下午09时37分57秒,26.042,70.547,,
7384,09/04/21 下午09时38分57秒,26.042,70.547,,
7385,09/04/21 下午09时39分57秒,26.042,70.507,,
7386,09/04/21 下午09时40分57秒,26.042,70.547,,
7387,09/04/21 下午09时41分57秒,26.042,70.507,,
7388,09/04/21 下午09时42分57秒,26.066,70.503,,
7389,09/04/21 下午09时43分57秒,26.042,70.507,,
7390,09/04/21 下午09时44分57秒,26.066,70.503,,
7391,09/04/21 下午09时45分57秒,26.066,70.462,,
7392,09/04/21 下午09时46分57秒,26.066,70.422,,
7393,09/04/21 下午09时47分57秒,26.066,70.381,,
7394,09/04/21 下午09时48分57秒,26.066,70.381,,
7395,09/04/21 下午09时49分57秒,26.066,70.341,,
7396,09/04/21 下午09时50分57秒,26.090,70.338,,
7397,09/04/21 下午09时51分57秒,26.090,70.338,,
7398,09/04/21 下午09时52分57秒,26.090,70.378,,
7399,09/04/21 下午09时53分57秒,26.090,70.459,,
7400,09/04/21 下午09时54分57秒,26.090,70.459,,
7401,09/04/21 下午09时55分57秒,26.090,70.500,,
7402,09/04/21 下午09时56分57秒,26.090,70.500,,
7403,09/04/21 下午09时57分57秒,26.115,70.496,,
7404,09/04/21 下午09时58分57秒,26.115,70.455,,
7405,09/04/21 下午09时59分57秒,26.115,70.496,,
7406,09/04/21 下午10时00分57秒,26.115,70.496,,
7407,09/04/21 下午10时01分57秒,26.115,70.496,,
7408,09/04/21 下午10时02分57秒,26.139,70.493,,
7409,09/04/21 下午10时03分57秒,26.115,70.496,,
7410,09/04/21 下午10时04分57秒,26.115,70.496,,
7411,09/04/21 下午10时05分57秒,26.139,70.493,,
7412,09/04/21 下午10时06分57秒,26.139,70.493,,
7413,09/04/21 下午10时07分57秒,26.139,70.493,,
7414,09/04/21 下午10时08分57秒,26.139,70.533,,
7415,09/04/21 下午10时09分57秒,26.139,70.533,,
7416,09/04/21 下午10时10分57秒,26.139,70.533,,
7417,09/04/21 下午10时11分57秒,26.139,70.533,,
7418,09/04/21 下午10时12分57秒,26.139,70.533,,
7419,09/04/21 下午10时13分57秒,26.139,70.533,,
7420,09/04/21 下午10时14分57秒,26.163,70.530,,
7421,09/04/21 下午10时15分57秒,26.163,70.489,,
7422,09/04/21 下午10时16分57秒,26.163,70.448,,
7423,09/04/21 下午10时17分57秒,26.163,70.448,,
7424,09/04/21 下午10时18分57秒,26.163,70.408,,
7425,09/04/21 下午10时19分57秒,26.163,70.408,,
7426,09/04/21 下午10时20分57秒,26.163,70.448,,
7427,09/04/21 下午10时21分57秒,26.163,70.530,,
7428,09/04/21 下午10时22分57秒,26.188,70.608,,
7429,09/04/21 下午10时23分57秒,26.188,70.691,,
7430,09/04/21 下午10时24分57秒,26.188,70.816,,
7431,09/04/21 下午10时25分57秒,26.188,70.942,,
7432,09/04/21 下午10时26分57秒,26.188,71.112,,
7433,09/04/21 下午10时27分57秒,26.188,71.285,,
7434,09/04/21 下午10时28分57秒,26.188,71.416,,
7435,09/04/21 下午10时29分57秒,26.212,71.500,,
7436,09/04/21 下午10时30分57秒,26.212,71.544,,
7437,09/04/21 下午10时31分57秒,26.212,71.544,,
7438,09/04/21 下午10时32分57秒,26.212,71.589,,
7439,09/04/21 下午10时33分57秒,26.212,71.589,,
7440,09/04/21 下午10时34分57秒,26.212,71.589,,
7441,09/04/21 下午10时35分57秒,26.212,71.589,,
7442,09/04/21 下午10时36分57秒,26.212,71.633,,
7443,09/04/21 下午10时37分57秒,26.212,71.678,,
7444,09/04/21 下午10时38分57秒,26.237,71.675,,
7445,09/04/21 下午10时39分57秒,26.212,71.678,,
7446,09/04/21 下午10时40分57秒,26.237,71.675,,
7447,09/04/21 下午10时41分57秒,26.237,71.675,,
7448,09/04/21 下午10时42分57秒,26.237,71.675,,
7449,09/04/21 下午10时43分57秒,26.237,71.630,,
7450,09/04/21 下午10时44分57秒,26.237,71.630,,
7451,09/04/21 下午10时45分57秒,26.237,71.630,,
7452,09/04/21 下午10时46分57秒,26.237,71.630,,
7453,09/04/21 下午10时47分57秒,26.237,71.586,,
7454,09/04/21 下午10时48分57秒,26.237,71.586,,
7455,09/04/21 下午10时49分57秒,26.237,71.586,,
7456,09/04/21 下午10时50分57秒,26.237,71.541,,
7457,09/04/21 下午10时51分57秒,26.237,71.541,,
7458,09/04/21 下午10时52分57秒,26.237,71.497,,
7459,09/04/21 下午10时53分57秒,26.237,71.497,,
7460,09/04/21 下午10时54分57秒,26.237,71.453,,
7461,09/04/21 下午10时55分57秒,26.237,71.453,,
7462,09/04/21 下午10时56分57秒,26.237,71.453,,
7463,09/04/21 下午10时57分57秒,26.261,71.406,,
7464,09/04/21 下午10时58分57秒,26.237,71.409,,
7465,09/04/21 下午10时59分57秒,26.261,71.406,,
7466,09/04/21 下午11时00分57秒,26.237,71.365,,
7467,09/04/21 下午11时01分57秒,26.261,71.318,,
7468,09/04/21 下午11时02分57秒,26.261,71.318,,
7469,09/04/21 下午11时03分57秒,26.261,71.318,,
7470,09/04/21 下午11时04分57秒,26.261,71.275,,
7471,09/04/21 下午11时05分57秒,26.261,71.275,,
7472,09/04/21 下午11时06分57秒,26.261,71.275,,
7473,09/04/21 下午11时07分57秒,26.261,71.231,,
7474,09/04/21 下午11时08分57秒,26.261,71.231,,
7475,09/04/21 下午11时09分57秒,26.261,71.231,,
7476,09/04/21 下午11时10分57秒,26.261,71.231,,
7477,09/04/21 下午11时11分57秒,26.261,71.188,,
7478,09/04/21 下午11时12分57秒,26.261,71.188,,
7479,09/04/21 下午11时13分57秒,26.261,71.188,,
7480,09/04/21 下午11时14分57秒,26.261,71.188,,
7481,09/04/21 下午11时15分57秒,26.261,71.145,,
7482,09/04/21 下午11时16分57秒,26.261,71.145,,
7483,09/04/21 下午11时17分57秒,26.261,71.145,,
7484,09/04/21 下午11时18分57秒,26.261,71.145,,
7485,09/04/21 下午11时19分57秒,26.261,71.145,,
7486,09/04/21 下午11时20分57秒,26.285,71.142,,
7487,09/04/21 下午11时21分57秒,26.285,71.142,,
7488,09/04/21 下午11时22分57秒,26.285,71.142,,
7489,09/04/21 下午11时23分57秒,26.285,71.099,,
7490,09/04/21 下午11时24分57秒,26.285,71.099,,
7491,09/04/21 下午11时25分57秒,26.285,71.056,,
7492,09/04/21 下午11时26分57秒,26.285,71.056,,
7493,09/04/21 下午11时27分57秒,26.285,71.056,,
7494,09/04/21 下午11时28分57秒,26.285,71.056,,
7495,09/04/21 下午11时29分57秒,26.285,71.056,,
7496,09/04/21 下午11时30分57秒,26.285,71.013,,
7497,09/04/21 下午11时31分57秒,26.285,71.013,,
7498,09/04/21 下午11时32分57秒,26.285,71.013,,
7499,09/04/21 下午11时33分57秒,26.285,70.971,,
7500,09/04/21 下午11时34分57秒,26.285,70.971,,
7501,09/04/21 下午11时35分57秒,26.285,70.928,,
7502,09/04/21 下午11时36分57秒,26.285,70.886,,
7503,09/04/21 下午11时37分57秒,26.285,70.886,,
7504,09/04/21 下午11时38分57秒,26.285,70.844,,
7505,09/04/21 下午11时39分57秒,26.285,70.844,,
7506,09/04/21 下午11时40分57秒,26.285,70.844,,
7507,09/04/21 下午11时41分57秒,26.285,70.844,,
7508,09/04/21 下午11时42分57秒,26.285,70.802,,
7509,09/04/21 下午11时43分57秒,26.310,70.799,,
7510,09/04/21 下午11时44分57秒,26.285,70.760,,
7511,09/04/21 下午11时45分57秒,26.285,70.760,,
7512,09/04/21 下午11时46分57秒,26.285,70.760,,
7513,09/04/21 下午11时47分57秒,26.310,70.715,,
7514,09/04/21 下午11时48分57秒,26.310,70.715,,
7515,09/04/21 下午11时49分57秒,26.310,70.715,,
7516,09/04/21 下午11时50分57秒,26.310,70.715,,
7517,09/04/21 下午11时51分57秒,26.310,70.674,,
7518,09/04/21 下午11时52分57秒,26.310,70.715,,
7519,09/04/21 下午11时53分57秒,26.310,70.715,,
